policy_type,suite,task_id,task_name,init_state_id,seed,episode_id,run_id,model,source,control_mode,success,terminal_failure,num_steps,observed_step_rows,step_idx_min,step_idx_max,step_indices_contiguous,reward_sum,max_reward,done_any,instruction,bddl_file,video_path,heuristic_version,heuristic_failure_label,heuristic_close_cycles,heuristic_held_fraction_closed_steps,heuristic_ever_held,heuristic_max_lift_m,heuristic_closed_on_air_fraction
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1,7,libero_spatial/1/1/7,rollout-openvla,,libero,relative,true,,118,118,0,117,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,2,7,libero_spatial/1/2/7,rollout-openvla,,libero,relative,true,,118,118,0,117,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,3,7,libero_spatial/1/3/7,rollout-openvla,,libero,relative,true,,117,117,0,116,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,4,7,libero_spatial/1/4/7,rollout-openvla,,libero,relative,true,,109,109,0,108,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,5,7,libero_spatial/1/5/7,rollout-openvla,,libero,relative,true,,99,99,0,98,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,6,7,libero_spatial/1/6/7,rollout-openvla,,libero,relative,true,,116,116,0,115,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,7,libero_spatial/1/7/7,rollout-openvla,,libero,relative,true,,115,115,0,114,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,7,libero_spatial/1/8/7,rollout-openvla,,libero,relative,true,,131,131,0,130,true,1,1,true,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,9,7,libero_spatial/1/9/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl next to the ramekin and place it on the plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__1__9__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,5,1,true,0.196846723557,0
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,0,7,libero_spatial/2/0/7,rollout-openvla,,libero,relative,true,,130,130,0,129,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,7,libero_spatial/2/1/7,rollout-openvla,,libero,relative,true,,111,111,0,110,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2,7,libero_spatial/2/2/7,rollout-openvla,,libero,relative,true,,106,106,0,105,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,7,libero_spatial/2/3/7,rollout-openvla,,libero,relative,true,,88,88,0,87,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__3__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,4,7,libero_spatial/2/4/7,rollout-openvla,,libero,relative,true,,101,101,0,100,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,5,7,libero_spatial/2/5/7,rollout-openvla,,libero,relative,true,,118,118,0,117,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,6,7,libero_spatial/2/6/7,rollout-openvla,,libero,relative,true,,101,101,0,100,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,7,7,libero_spatial/2/7/7,rollout-openvla,,libero,relative,true,,194,194,0,193,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,7,libero_spatial/2/8/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__8__7__fail.mp4,failure-signatures-v1,no_hold_signal_candidate,0,0,false,0,0
openvla,libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,9,7,libero_spatial/2/9/7,rollout-openvla,,libero,relative,true,,107,107,0,106,true,1,1,true,pick up the black bowl from table center and place it on the plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__2__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,7,libero_spatial/3/0/7,rollout-openvla,,libero,relative,true,,89,89,0,88,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,7,libero_spatial/3/1/7,rollout-openvla,,libero,relative,true,,110,110,0,109,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__1__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,2,7,libero_spatial/3/2/7,rollout-openvla,,libero,relative,true,,84,84,0,83,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,3,7,libero_spatial/3/3/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__3__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,13,0.561797752809,true,0.152300953865,0.292134831461
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,4,7,libero_spatial/3/4/7,rollout-openvla,,libero,relative,true,,91,91,0,90,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__4__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,5,7,libero_spatial/3/5/7,rollout-openvla,,libero,relative,true,,89,89,0,88,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,6,7,libero_spatial/3/6/7,rollout-openvla,,libero,relative,true,,84,84,0,83,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,7,7,libero_spatial/3/7/7,rollout-openvla,,libero,relative,true,,87,87,0,86,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,8,7,libero_spatial/3/8/7,rollout-openvla,,libero,relative,true,,116,116,0,115,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,9,7,libero_spatial/3/9/7,rollout-openvla,,libero,relative,true,,86,86,0,85,true,1,1,true,pick up the black bowl on the cookie box and place it on the plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__3__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,7,libero_spatial/4/0/7,rollout-openvla,,libero,relative,true,,136,136,0,135,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,7,libero_spatial/4/1/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__1__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,11,1,true,0.00703728199005,0
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,7,libero_spatial/4/2/7,rollout-openvla,,libero,relative,true,,154,154,0,153,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,3,7,libero_spatial/4/3/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__3__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,7,1,true,0.049990773201,0
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,7,libero_spatial/4/4/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__4__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,18,0.316129032258,true,0.215053677559,0.58064516129
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,5,7,libero_spatial/4/5/7,rollout-openvla,,libero,relative,true,,133,133,0,132,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,6,7,libero_spatial/4/6/7,rollout-openvla,,libero,relative,true,,151,151,0,150,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,7,7,libero_spatial/4/7/7,rollout-openvla,,libero,relative,true,,122,122,0,121,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,8,7,libero_spatial/4/8/7,rollout-openvla,,libero,relative,true,,126,126,0,125,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__8__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,9,7,libero_spatial/4/9/7,rollout-openvla,,libero,relative,true,,143,143,0,142,true,1,1,true,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__4__9__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,7,libero_spatial/5/0/7,rollout-openvla,,libero,relative,true,,92,92,0,91,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__0__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,7,libero_spatial/5/1/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__1__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,5,0.243055555556,true,0.181782305241,0.673611111111
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,7,libero_spatial/5/2/7,rollout-openvla,,libero,relative,true,,81,81,0,80,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__2__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,7,libero_spatial/5/3/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__3__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,12,0.355769230769,true,0.201854765415,0.538461538462
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,7,libero_spatial/5/4/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__4__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,9,0.594202898551,true,0.205248236656,0.31884057971
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,7,libero_spatial/5/5/7,rollout-openvla,,libero,relative,true,,84,84,0,83,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__5__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,6,7,libero_spatial/5/6/7,rollout-openvla,,libero,relative,true,,102,102,0,101,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__6__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,7,7,libero_spatial/5/7/7,rollout-openvla,,libero,relative,true,,97,97,0,96,true,1,1,true,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__7__7__success.mp4,failure-signatures-v1,not_applicable_success,,,,,
openvla,libero_spatial,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,8,7,libero_spatial/5/8/7,rollout-openvla,,libero,relative,false,unlabeled,250,250,0,249,true,0,0,false,pick up the black bowl on the ramekin and place it on the plate,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,/outputs/videos/openvla/libero_spatial__5__8__7__fail.mp4,failure-signatures-v1,repeated_close_candidate,10,0.277777777778,true,0.170958161354,0.416666666667
